SubName,SubAddress,SubEmail,SubTrait,SubPhoneNumber,InvitationStatus,BidStatus,QuoteRecieved,Project,ProjectAddress
"JNL GLASS, INC.",618 E GUTIERREZ STREET,"brandon@jnlglass.com, reyna@jnlglass.com",GLAZIERS,(805) 957-1685,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"JOHN PENCE BUILDING SPECIALTIES, INC",535 SOUTH C STREET,info@jpbsi.com,"GLAZIERS, GLAZIERS",(805) 642-8139,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
JOHNSON CONTROLS INC,P O BOX 343 LD33,marcanaretto@jcicom,ELECTRICIANS,(414) 524 1200,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"JOHNSON CONTROLS, INC",103 WOODMERE ROAD SUITE 110,MICHAELVAVAKIAN@JCICOM,ELECTRICIANS,(414) 524 1200,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"JPI DEVELOPMENT GROUP, INC",41205 GOLDEN GATE CIRCLE,JanetR@JPIDevelopmentcom,,(951) 973 7680,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"JTS MODULAR, INC.",7001 MCDIVITT DR,SHELLIEA@JTSCONSTRUCTIONCOM,"ROOFERS, ELECTRICIANS, PAINTERS, LABORERS",(661)-835-9270,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
JUNIOR STEEL CO.,134 WEST 168TH STREET,PAULS@JUNIORSTEELCOM,STRUCTURAL STEEL,(310) 856 6868,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"K&Z CABINET CO., INC.",1450 S GROVE AVENUE,MRSANGCO@KZCABTCOM,,(909) 947 3567,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"KAISER AIR CONDITIONING & SHEET METAL, INC.",600 PACIFIC AVE,justin@kaiserac.com,SHEET METAL,(805) 988-1800,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"KAMRAN AND COMPANY, INC.",415 NO SALSIPUEDES ST,VERA@KAMRANCOCOM,SHEET METAL,(805) 963 3016,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
KCI CONCRETE,25125 FELSWOOD RD,,DEMOLITION,(951) 244 2235,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
KENNEY CONSTRUCTION,,marie@kenneyconstruction.com,STRUCTURAL STEEL,(805) 884 1579,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"KERN STEEL FABRICATION, INC.",627 WILLIAMS STREET,ROBERT@KERNSTEELCOM,LABORERS,(661) 327 9588,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
KIE-CON INC.,1550 MIKE FAHEY ST,NoEmail@mailcom,LABORERS,(925) 754-9494,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
KITCOR CORPORATION,9959 GLENOAKS BLVD,KIM@KITCORCOM,"ELECTRICIANS, ELECTRICIANS",(818) 767 4800,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
KMA MASONRY INC.,327 BLACKBURN ST,kmamasonryinc@gmail.com,LABORERS,(805) 975 2174,Not Bidding,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
KOEHLER PLUMBING INC,201 S OAKLEY AVENUE,wes@koehlerplumbingcom,PIPE TRADES,(805) 347 9944,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"KOEHLER PLUMBING, INC.",201 SOUTH OAKLEY AVENUE,LINDAM@KOEHLERPLUMBINGCOM,"LABORERS, LABORERS",(805) 347 9944,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"KOEHLER PLUMBING, INC.",201 SOUTH OAKLEY AVENUE,LINDAM@KOEHLERPLUMBINGCOM,PIPE TRADES,(805) 347 9944,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
KYA SERVICES LLC,1800 E MCFADDEN STREET,TRACYCHET@THEKYAGROUPCOM,CARPET/LINOLEUM,(714) 659 6476,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
LA HABRA FIRE PROTECTION & PLUMBING,2610 EVELYN AVE,CARRIANE@LHFPPCOM,", PIPE TRADES, LABORERS",(562) 690-6500,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
LA STEEL SERVICES INC.,1180 OLYMPIC DR SUITE 108,RRABAY@LASTEELSERVICESCOM,LABORERS,(951) 393 2013,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"LAHR INDUSTRIAL WELDING, INC.",2336 MEREDITH LANE,lahrindustrialwelding@verizonnet,STRUCTURAL STEEL,(805) 922-2571,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
LASH CONSTRUCTION,P.O. BOX 4640,jim@lashconstruction.com,LABORERS,(805) 965 8189,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
LEE WILSON ELECTRIC COMPANY,1151 EL CAMINO REAL,,ELECTRICAL,(805) 489-4216,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
LETNER ROOFING,1490 N GLASSELL ST,german@letner.com,ROOFING,(714) 633 0030,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
LOERA TRUCKING,279 CAVALETTI LANE,CORINTAL@AOLCOM,LABORERS,(951) 427-1001,NA,NA,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
M C M CONSTRUCTION INC,P O BOX 620,rmccall@mcmconstructioninccom,"STRUCTURAL STEEL, ELECTRICIANS, SHEET METAL, CEMENT MASONS, OPERATING ENG, CARPENTERS, LABORERS",(909) 875-0533,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
M C PAINTING,2525 RAMONA DRIVE,kerry@mc-paintingcom,PAINTERS,(760) 599 8000,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"M&T CONCRETE, INC.",5811 OLIVAS PARK DRIVE SUITE 204,ESTIMATING@VIOLAINCCOM,"LABORERS, CARPENTERS",(805) 487-3551,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
M/M MECHANICAL,1027 CINDY LANE,steven@mmechanical.net,HVAC,(805) 745 1126,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MAGNUM FENCE AND SECURITY INC,1070 N VENTURA AVENUE,magnumfence@sbcglobalnet,LABORERS,(805) 641 3656,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"MAGNUM FENCE AND SECURITY, INC.",1070 N VENTURA AVE,RALPH@MAGNUMFENCECOM,"CARPENTERS, CEMENT MASONS, LABORERS",(805) 641 3656,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MALCOLM DRILLING COMPANY INC,92 NATOMA STREET SUITE 400,jbussiere@malcolmdrillingcom,", LABORERS, OPERATING ENG",(415) 901 4400,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MARINA LANDSCAPE,3707 W. GARDEN GROVE BLVD,,LANDSCAPE,(714) 939 6600,Responsive,Bidding,Quote received,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MARTINEZ STEEL LLC,1500 S HAVEN AVE SUITE 150,dflores@martinezsteel.com,REINFORCEMENT STEEL,(951) 206 0189,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MC CURLEY AND DAY MASONRY INC,5740 E SHIELDS #104,eric@mccurleyanddaycom,"BRICKLAYERS, LABORERS",(559) 348 9890,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MC INTYRE COMPANY A CALIF PARTNERSHIP THE,1751 JENKS DR,bfrick@justdeckitcom,PAINTERS,(909) 962 6322,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MCCALL AN EMCOR COMPANY,910 HUSTON ST,jyruegas@emcor.net,HVAC,(805) 489 7808,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MCKINLEY ELEVATOR CORPORATION,17611 ARMSTRONG AVENUE,randyweiler@mckinleyelevatorcom,ELEVATOR MECHANIC,(949) 261 9244,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MEC (Demo),,maegan@lunaconstruction.net,Demo,(661) 258 8060,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MENEMSHA DEVELOPMENT GROUP INC,20521 EARL ST,MBOUVIER@MENEMSHASOLUTIONSCOM,"PAINTERS, PAINTERS",(310) 343-3430,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"MEYERS CONSTRUCTORS, INC.",40488 BRICKYARD DRIVE,HELEN@MEYERSCONSTRUCTORSCOM,PIPE TRADES,(559) 473-0014,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"MG CUSTOM INTERIORS, INC.",5696 STANFORD STREET,JGILLIGAN@MGCUSTOMINTERIORSCOM,CARPENTERS,(805) 509-0887,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MICHAEL SURFACE SOLUTIONS INC,7101 SCHIRRA COURT,BENNY@MICHAELSURFACESOLUTIONSCOM,PAINTERS,(661) 688 0088,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MICHAEL WOODWARD,7315 KINGSBURY RD,MIKE@WOODWARDACOUSTICSCOM,CARPENTERS,(805) 462 0892,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"MID-COAST FIRE PROTECTION,INC",5507 TRAFFIC WAY,MIDCOASTFIREMCFP@GMAILCOM,"LABORERS, CARPENTERS",​(805) 466-0211,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MIDI INC. DBA VALLEY GLASS & MIRROR,2379 THOMPSON WAY,KHAGEMAN@VALLEYGLASSCACOM,LABORERS,(805) 925 6935,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MIDI INC. DBA VALLEY GLASS & MIRROR,2379 THOMPSON WAY,KHAGEMAN@VALLEYGLASSCA.COM,GLAZIERS,(805) 925-6935,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MID-LAND SHEET METAL INC,125 E FESLER ST,mlsheetmetal@yahoocom,SHEET METAL,(805) 928 3650,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"MID-LAND SHEET METAL, INC.",125 EAST FESLER,MLSHEETMETAL@GMAILCOM,SHEET METAL,(805) 928-3650,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"MID-LAND SHEET METAL, INC.",125 EAST FESLER,MLSHEETMETAL@GMAILCOM,SHEET METAL,(805) 928 3650,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MIKE OWEN FABRICATION,1133 32 ND STREET,info@mikeowenfab.com,STRUCTURAL STEEL,(661) 387 1703,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MISSION PAVING AND SEALING INC,12747 SCHABARUM AVE,,SubContractor,(626) 452 8200,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
M-M MECHANICAL,1027 CINDY LANE,KIMBERLYE@MMMECHANICALNET,PIPE TRADES,(805) 745 1126,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MONTGOMERY HARDWARE CO.,8777 LANYARD COURT,ESTIMATING@MONTGOMERYHARDWARE.COM,LABORERS,(909) 201 4000,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MSL REBAR REDEFINED,1500 S HAVEN AVE SUITE 150,,REINFORCEMENT STEEL,(909) 946 0686,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"MWC GROUP, INC.",12321 HIBISCUS RD,ryan.turner@mwcgroup.net,STRUCTURAL STEEL,(760) 900 5762,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MYERS R INC,PO BOX 742,myersdrilling@charternet,"LABORERS, PAINTERS",(805) 772-1650,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
MZB TRAFFIC MANAGEMENT INC.,1192 ATHLONE LANE,trafficcontrol@mzbinc.com,TRAFFIC CONTROL,(949) 254-4792,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
New Generation Painting (Painting),,raul@newpaint.com,Painting,(805) 868 0075,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"NEW GENERATION PAINTING, INC.",1123 N OAKLEY AVE,NEWGPAINTING@GMAILCOM,PAINTERS,(760) 284-1185,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
NEWTON CONSTRUCTION & MANAGEMENT INC,P O BOX 3260,darin@newtonconstructioncom,"ELECTRICIANS, SOUND/COMM, CARPET/LINOLEUM, MILLWRIGHTS, DRYWALL/LATHERS, PAINTERS, CARPENTERS, LABORERS, DRYWALL FINISHER",(805) 544 5583,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"NEWTON CONSTRUCTION & MANAGEMENT, INC.",2436 BROAD STREET,SHAUNA@NEWTONCONSTRUCTIONCOM,CARPENTERS,(805) 544 5583,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"NORTH COUNTY INSULATION,INC",4605 TRAFFIC WAY,JOELNCI@YAHOOCOM,"LABORERS, BRICKLAYERS",(805) 460-0122,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"NORTH COUNTY INSULATION,INC",4605 TRAFFIC WAY,JOELNCI@YAHOOCOM,"BRICKLAYERS, LABORERS",(805) 460-0122,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"NUWAY, INC",8992 JURUPA ROAD,KIM@NUWAYMASONRYCOM,,(951) 681 9052,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
OILFIELD ELECTRIC COMPANY,1801 N VENTURA AVE,ANDYJ@OILFLDCOM,ELECTRICIANS,(805) 648-3131,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
OLDCASTLE PRECAST INC,P O BOX 310039,contact@oldcastleprecastcom,"LABORERS, OPERATING ENG",(619) 240-8000,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
OTIS ELEVATOR COMPANY,1123 NORTH MARKET BLVD SUITE 4,JOSANNEENGLISH@OTISCOM,ELEVATOR MECHANIC,(314) 236 3966,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PAC - WEST GENERAL INC,P O BOX 3260,alicia@pac-westgeneralcom,LABORERS,(805) 544 5583,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"Pacific Acoustic North, Inc. (Ceiling)",,flmccoy@pacificacoustics.com,Ceiling,(805) 963 1538,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PACIFIC ACOUSTICS NORTH INC.,133 E ORTEGA,bcordeiro@PACIFICACOUSTICS.COM,"DRYWALL/LATHERS, DRYWALL FINISHER, CARPENTERS",(805) 963-1538,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PACIFIC INTERIORS ENTERPRISES,2300 KNOLL DR SUITE C,CURTIS@PACIFICINTERIORSINCCOM,"DRYWALL/LATHERS, DRYWALL FINISHER",(805) 654 7085,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PACIFIC OVERHEAD DOOR SERVICE,1848 WADE COURT,kevin@pacificoverheaddoor.net,PULL DOWN DOORS,(805) 928 3772,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"PACIFIC SINGLE PLY ROOFING, INC.",1707 NABAL RD,PSP@ROADRUNNERCOM,ROOFERS,(855) 737-8261,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PACIFIC STEEL GROUP,4805 MURPHY CANYON RD,NoEmail@mailcom,REINFORCEMENT STEEL,(858) 251-1100,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PACSHORE INDUSTRIES,,kp@pacshorecorp.com,DRYWALL,(805) 383-0769,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"PAINTING & DECOR, INC.",1210 N JEFFERSON ST STE K,PAINTINGDECOR@COXNET,PAINTERS,(949) 888-2565,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"PAPICH CONSTRUCTION COMPANY, INC.",398 SUNRISE TERRACE,JPAPICH@PAPICHCOCOM,"OPERATING ENG, LABORERS",(805) 473 3016,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PARC ENVIRONMENTAL,P O BOX 10077,info@parcenvironmentalcom,LABORERS,(559) 233 7156,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PAVEMENT RECYCLING SYSTEMS INC,10240 SAN SEVAINE WAY,noemail@mailcom,LABORERS,(951) 682 1091,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PCI,975 W 1ST STREET,NoEmail@mailcom,LABORERS,(562) 218 0504,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PENHALL COMPANY,1801 PENHALL WAY,cgascon@penhallcom,TEAMSTER,(714) 772 6450,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PERFORMANCE CONTRACTING INC,16400 COLLEGE BLVD,stevemullan@pcgcom,CARPENTERS,(913) 888 8600,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PERFORMANCE PIPELINE TECHNOLOGIES INC,5292 SYSTEM DRIVE,GENE@PPTSOCALCOM,LABORERS,(714) 536-7386,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PERLITE PLASTERING CO INC,2707 W EMPIRE AVE,VLEE@PERLITEPLASTERINGCOM,"DRYWALL/LATHERS, PLASTERERS",(818) 333 5990,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"PIERRE LANDSCAPE, INC.",5455 2ND STREET,MKHOURI@PIERRELANDSCAPECOM,,(626) 653 4519,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"PLATINUM CONSTRUCTION, INC.",10581 CHESTNUT AVE,COGLE@PLATINUMCONSTRUCTIONINCCOM,"LABORERS, PLASTERERS",(714) 527 0700,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"PLOWBOY LANDSCAPES, INC.",2190 N VENURA AVE,DEBBIE@PLOWBOYLANDSCAPESCOM,LABORERS,(805) 643-4966,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PORTNEY CONSTRUCTION INC,P O BOX 1980,sranes@portneyconstructioncom,"IRON WORKERS, CARPENTERS, OPERATING ENG, LABORERS, CEMENT MASONS",(805) 635-5086,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PRE CON INDUSTRIES INC.,725 E OAK STREET,WSMITH@PRECONINDUSTRIESCOM,DRYWALL/LATHERS,(805) 928 3397,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PRE CON INDUSTRIES INC.,725 E OAK STREET,PRECONADMIN@PRECONINDUSTRIESCOM,DRYWALL FINISHER,(805) 345-3147,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PRECON DEMO INC,2489 ALVARADO ST,info@precondemoinc.com,DEMOLITION,(805) 800 8006,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"PREFERRED CEILINGS, INC.",475 CAPRICORN STREET,ERICA@PREFERREDCEILINGSCOM,CARPENTERS,(714) 255 9336,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
Premier Drywall,,dgarcia@premierdrywall.net,Metal Stud- Framing,(559) 999 4020,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PREMIER DRYWALL,PO BOX 5728,,DRYWALL,(805) 928 3397,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PRICE PLUMBING CO,663 MONTGOMERY AVENUE,JTPlumb@yahoocom,PIPE TRADES,(805) 832-0349,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PRIME ACOUSTICS,31129 VIA COLINAS STE 702,dzest@msncom,"LABORERS, CARPENTERS",(818) 707 3508,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PRO-COATINGS,1330 VAN BEURDEN DRIVE SUITE 103,PETER@PROCOATINGSSLOCOM,LABORERS,(805) 544 9256,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PRO-COATINGS,1330 VAN BEURDEN DRIVE SUITE 103,PETER@PROCOATINGSSLOCOM,LABORERS,(805) 544 9256,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PROFESSIONAL ASBESTOS REMOVAL CORPORATION,2864 E DOROTHY AVE,SFERRY@PARCENVIRONMENTALCOM,ASBESTOS,(559) 233-7156,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PROINSTALLATIONS INC.,13250 GREGG STREET STE F,CINDYBAGLEY@SHAWINCCOM,CARPET/LINOLEUM,(714) 234-8652,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"PSI3G, INC.",505 SAN MARIN DR SUITE A120,NDAVENPORT@PSI3GCOM,,(310) 420-3874,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PURPLE PAINTING LLC,16 E ISLAY STREET,estimates@purplepainting.com,PAINTERS,(805) 636 3240,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"QUINTRON SYSTEMS, INC.",2105 S BLOSSER ROAD,RSMARRS@QUINTRONCOM,ELECTRICIANS,(805) 219-9952,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
R & B PROTECTIVE COATINGS INC,P O BOX 652,shelley@rb-protectivecoatingscom,LABORERS,(209) 887 2030,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
R & E CONCRETE INC,1279 WEST STOWELL ROAD,RANDECONCRETEINC@GMAILCOM,SOUND/COMM,(805) 621-3966,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"R & J SHEET METAL, INC.",11614 MARTENS RIVER CIRCLE,JULIE@RJSHEETMETALNET,SHEET METAL,(714) 597 6452,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"RADFORD CABINETS, INC.",216 EAST AVE K-8,SUE@RADFORDCABINETSCOM,ELEVATOR MECHANIC,(661) 729-8931,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
Radix Fire Protection,,estimating@radixfire.com,Fire Protection,(213) 765 0384,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
RANGEL BROTHERS TRUCKING INC.,12580 FOOTHILL BLVD,MARK@RBT-INCCOM,LABORERS,(818) 277 3061,NA,NA,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
RAZE DEMOLTION SERVICES,1346 W RALSTON ST.,rick@razeservice.com,DEMOLITION,(951) 545 8748,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
RCM INNOVATIVE CONSTRUCTION INC.,1424 SOLOMON RD,RCMINNOVATIVE@GMAILCOM,"DRYWALL/LATHERS, PLASTERERS, DRYWALL FINISHER",(805) 266-8391,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"REED MECHANICAL SYSTEMS, INC.",4300 N VENTURA AVE,DONNAR@REEDMECHSYSCOM,SHEET METAL,(805) 768 6824,Responsive,Invited,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"RELIABLE FLOOR COVERING, INC.",2304 TOWNSGATE RD,MEGAN@RELIABLEFLOORORG,CARPET/LINOLEUM,(805) 495-4811,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
REPUBLIC ELEVATOR CO,P O BOX 1222,ggammons@republicelevatorcom,ELEVATOR MECHANIC,(800) 648-6302,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"RESOURCE ENVIRONMENTAL, INC",13100 ALONDRA BLVD,bids@resource-env.com ,DEMOLITION; ASBESTOS,(562) 468 7000,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
REY-CREST ROOFING,3065 VERDUGO RD,michael.reyes@rey-crestroofing.com,ROOFING,(323) 496 4300,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
REYES MASONRY CONTRACTORS INC,1795 LEMONWOOD DRIVE,estimating@REYES-REYCON.COM,BRICKLAYERS,(805) 525 8134,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"RLH FIRE PROTECTION, INC",4300 STINE RD #500,sales@rlhfp.com,LABORERS,(661) 322 9344,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
ROBERTSON RECREATIONAL SURFACES,"2140 E. CEDAR STREET, TEMPE AZ 85281",vbantley@totturf.com,RUBBER SURFACE,(714) 904 8219,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
S.C. COATINGS CORPORATION,41775 ELM ST STE 302,MICHAELA@SCCOATINGSCORPCOM,PAINTERS,(951) 461-9777,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"SALEM CABINETRY, INC.",778 FRANCIS AVENUE,JAN.SALEMCOMPANY@GMAIL.COM,CARPENTERS,(805) 544-2758,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SANTA BARBARA GLASS CO,P O BOX 1229,"Ed@sbglassmancom, dustin@sbglassmen.com",GLAZIERS,(805) 962 7648,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SANTA BARBARA SURFACING INC,5208 CALLE CRISTOBAL,virgil@santabarbarasurfacingcom,CEMENT MASONS,(805) 683 4085,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SANTA CLARITA CONCRETE,16164 SIERRA HIGHWAY,ERIC@SANTACLARITACONCRETECOM,LABORERS,(661) 252 2012,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SANTA MARIA ACOUSTICAL CO INC,1065 W GRAND AVE # D,smaco@sbcglobalnet,LABORERS,(805) 474 4031,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SANTA MARIA DRYWALL,1440 JASON WAY #113,SMDRYWALL@YAHOOCOM,CARPENTERS,(805) 448 7657,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"SANTA MARIA ELECTRIC, INC.",408 N. BROADWAY,admin@smelectric.net,ELECTRICAL,(705) 922 7777,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"SANTA MARIA SIGNS INC	","1130 E. CLARK SUITE 150 #166	",,,"(805) 928 7446	",Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
